offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,
2495,66,por,45,sp000,nc0s000,rg,3,FALSE,17,
2495,66,aprox,49,rg,sp000,zm,5,FALSE,17,
2495,66,$,55,zm,rg,dn0000,1,FALSE,17,
2495,66,"6,007",56,dn0000,zm,zm,5,FALSE,17,
2495,66,MXN,62,zm,dn0000,fat,3,TRUE,17,
2495,66,!,65,fat,zm,</p>,1,FALSE,17,
2496,76,CDMX,0,vmis000,<p>,sp000,4,TRUE,18,
2496,76,a,5,sp000,vmis000,np00000,1,FALSE,18,
2496,76,Buenos,7,np00000,sp000,np00000,6,FALSE,18,
2496,76,Aires,14,np00000,np00000,fg,5,FALSE,18,
2496,76,–,20,fg,np00000,zm,1,FALSE,18,
2496,76,$,22,zm,fg,z0,1,FALSE,18,
2496,76,"12,084",23,z0,zm,fp,6,FALSE,18,
2496,76,.,29,fp,z0,faa,1,FALSE,18,
2496,76,¡,31,faa,fp,sp000,1,FALSE,18,
2496,76,Con,32,sp000,faa,nc0s000,3,FALSE,18,
2496,76,hospedaje,36,nc0s000,sp000,cc,9,FALSE,18,
2496,76,y,46,cc,nc0s000,nc0p000,1,FALSE,18,
2496,76,desayunos,48,nc0p000,cc,sp000,9,FALSE,18,
2496,76,por,58,sp000,nc0p000,zm,3,FALSE,18,
2496,76,$,22,zm,sp000,dn0000,1,FALSE,18,
2496,76,"13,875",63,dn0000,zm,zm,6,FALSE,18,
2496,76,pesos,70,zm,dn0000,fat,5,FALSE,18,
2496,76,!,75,fat,zm,</p>,1,FALSE,18,
2497,43,¡,0,faa,<p>,ao0000,1,FALSE,11,
2497,43,Último,1,ao0000,faa,nc0s000,6,FALSE,11,
2497,43,minuto,8,nc0s000,ao0000,fat,6,FALSE,11,
2497,43,!,14,fat,nc0s000,np00000,1,FALSE,11,
2497,43,CDMX,16,np00000,fat,sp000,4,TRUE,11,
2497,43,a,21,sp000,np00000,da0000,1,FALSE,11,
2497,43,Los,23,da0000,sp000,np00000,3,FALSE,11,
2497,43,Ángeles,27,np00000,da0000,fg,7,FALSE,11,
2497,43,–,35,fg,np00000,zm,1,FALSE,11,
2497,43,$,37,zm,fg,dn0000,1,FALSE,11,
2497,43,"3,724",38,dn0000,zm,</p>,5,FALSE,11,
2498,23,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2498,23,a,5,sp000,vmis000,np00000,1,FALSE,6,
2498,23,Orlando,7,np00000,sp000,fg,7,FALSE,6,
2498,23,–,15,fg,np00000,zm,1,FALSE,6,
2498,23,$,17,zm,fg,dn0000,1,FALSE,6,
2498,23,"3,331",18,dn0000,zm,</p>,5,FALSE,6,
2499,73,CDMX,0,vmis000,<p>,sp000,4,TRUE,18,
2499,73,a,5,sp000,vmis000,np00000,1,FALSE,18,
2499,73,Munich,7,np00000,sp000,sp000,6,FALSE,18,
2499,73,en,14,sp000,np00000,nc0s000,2,FALSE,18,
2499,73,semana,17,nc0s000,sp000,aq0000,6,FALSE,18,
2499,73,santa,24,aq0000,nc0s000,fg,5,FALSE,18,
2499,73,-,29,fg,aq0000,nc0p000,1,FALSE,18,
2499,73,$,31,nc0p000,fg,z0,1,FALSE,18,
2499,73,"14,883",32,z0,nc0p000,fp,6,FALSE,18,
2499,73,.,38,fp,z0,faa,1,FALSE,18,
2499,73,¡,40,faa,fp,sp000,1,FALSE,18,
2499,73,Con,41,sp000,faa,nc0s000,3,FALSE,18,
2499,73,hospedaje,45,nc0s000,sp000,sp000,9,FALSE,18,
2499,73,por,55,sp000,nc0s000,zm,3,FALSE,18,
2499,73,$,31,zm,sp000,dn0000,1,FALSE,18,
2499,73,"18,572",60,dn0000,zm,zm,6,FALSE,18,
2499,73,pesos,67,zm,dn0000,fat,5,FALSE,18,
2499,73,!,72,fat,zm,</p>,1,FALSE,18,
2500,22,CUN,0,np00000,<p>,sp000,3,TRUE,6,
2500,22,a,4,sp000,np00000,np00000,1,FALSE,6,
2500,22,Holanda,6,np00000,sp000,fg,7,FALSE,6,
2500,22,–,14,fg,np00000,zm,1,FALSE,6,
2500,22,$,16,zm,fg,dn0000,1,FALSE,6,
2500,22,"9,441",17,dn0000,zm,</p>,5,FALSE,6,
2501,48,CDMX,0,vmis000,<p>,sp000,4,TRUE,13,
2501,48,a,5,sp000,vmis000,np00000,1,FALSE,13,
2501,48,Nueva,7,np00000,sp000,np00000,5,FALSE,13,
2501,48,Delhi,13,np00000,np00000,faa,5,FALSE,13,
2501,48,¡,19,faa,np00000,sp000,1,FALSE,13,
2501,48,Sin,20,sp000,faa,nc0s000,3,FALSE,13,
2501,48,escala,24,nc0s000,sp000,sp000,6,FALSE,13,
2501,48,en,31,sp000,nc0s000,np00000,2,FALSE,13,
2501,48,EEUU,34,np00000,sp000,fat,4,TRUE,13,
2501,48,!,38,fat,np00000,fg,1,FALSE,13,
2501,48,-,39,fg,fat,zm,1,FALSE,13,
2501,48,$,41,zm,fg,dn0000,1,FALSE,13,
2501,48,"19,059",42,dn0000,zm,</p>,6,FALSE,13,
2502,20,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2502,20,a,5,sp000,vmis000,np00000,1,FALSE,6,
2502,20,Lima,7,np00000,sp000,fg,4,FALSE,6,
2502,20,–,12,fg,np00000,zm,1,FALSE,6,
2502,20,$,14,zm,fg,dn0000,1,FALSE,6,
2502,20,"5,626",15,dn0000,zm,</p>,5,FALSE,6,
2503,33,¡,0,faa,<p>,np00000,1,FALSE,10,
2503,33,CDMX,1,np00000,faa,sp000,4,TRUE,10,
2503,33,a,6,sp000,np00000,da0000,1,FALSE,10,
2503,33,La,8,da0000,sp000,np00000,2,FALSE,10,
2503,33,Habana,11,np00000,da0000,fat,6,FALSE,10,
2503,33,!,17,fat,np00000,fg,1,FALSE,10,
2503,33,–,19,fg,fat,zm,1,FALSE,10,
2503,33,$,21,zm,fg,dn0000,1,FALSE,10,
2503,33,"3,720",22,dn0000,zm,zm,5,FALSE,10,
2503,33,pesos,28,zm,dn0000,</p>,5,FALSE,10,
2504,70,CDMX,0,vmis000,<p>,sp000,4,TRUE,18,
2504,70,a,5,sp000,vmis000,np00000,1,FALSE,18,
2504,70,Tokyo,7,np00000,sp000,fc,5,FALSE,18,
2504,70,",",12,fc,np00000,np00000,1,FALSE,18,
2504,70,Japón,14,np00000,fc,fg,5,FALSE,18,
2504,70,–,20,fg,np00000,zm,1,FALSE,18,
2504,70,$,22,zm,fg,z0,1,FALSE,18,
2504,70,"15,399",23,z0,zm,fp,6,FALSE,18,
2504,70,.,29,fp,z0,faa,1,FALSE,18,
2504,70,¡,31,faa,fp,sp000,1,FALSE,18,
2504,70,Con,32,sp000,faa,nc0s000,3,FALSE,18,
2504,70,hospedaje,36,nc0s000,sp000,cc,9,FALSE,18,
2504,70,y,10,cc,nc0s000,nc0p000,1,FALSE,18,
2504,70,desayunos,48,nc0p000,cc,sp000,9,FALSE,18,
2504,70,por,58,sp000,nc0p000,zm,3,FALSE,18,
2504,70,$,22,zm,sp000,z0,1,FALSE,18,
2504,70,"24,499",63,z0,zm,fat,6,FALSE,18,
2504,70,!,69,fat,z0,</p>,1,FALSE,18,
2505,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2505,24,a,5,sp000,vmis000,np00000,1,FALSE,6,
2505,24,Vietnam,7,np00000,sp000,fg,7,FALSE,6,
2505,24,–,15,fg,np00000,zm,1,FALSE,6,
2505,24,$,17,zm,fg,dn0000,1,FALSE,6,
2505,24,"12,290",18,dn0000,zm,</p>,6,FALSE,6,
2506,32,CDMX,0,vmis000,<p>,sp000,4,TRUE,7,
2506,32,a,5,sp000,vmis000,np00000,1,FALSE,7,
2506,32,Puerto,7,np00000,sp000,aq0000,6,FALSE,7,
2506,32,Escondido,14,aq0000,np00000,fg,9,FALSE,7,
2506,32,–,24,fg,aq0000,nc0p000,1,FALSE,7,
2506,32,$,26,nc0p000,fg,w,1,FALSE,7,
2506,32,"1,239",27,w,nc0p000,</p>,5,FALSE,7,
2507,79,CDMX,0,vmis000,<p>,sp000,4,TRUE,19,
2507,79,a,5,sp000,vmis000,np00000,1,FALSE,19,
2507,79,Chiang,7,np00000,sp000,np00000,6,FALSE,19,
2507,79,Mai,14,np00000,np00000,fc,3,FALSE,19,
2507,79,",",17,fc,np00000,np00000,1,FALSE,19,
2507,79,Tailandia,19,np00000,fc,fg,9,FALSE,19,
2507,79,–,29,fg,np00000,zm,1,FALSE,19,
2507,79,$,31,zm,fg,z0,1,FALSE,19,
2507,79,"14,959",32,z0,zm,fp,6,FALSE,19,
2507,79,.,38,fp,z0,faa,1,FALSE,19,
2507,79,¡,40,faa,fp,sp000,1,FALSE,19,
2507,79,Con,41,sp000,faa,nc0s000,3,FALSE,19,
2507,79,hospedaje,45,nc0s000,sp000,cc,9,FALSE,19,
2507,79,y,55,cc,nc0s000,nc0p000,1,FALSE,19,
2507,79,desayunos,57,nc0p000,cc,sp000,9,FALSE,19,
2507,79,por,67,sp000,nc0p000,zm,3,FALSE,19,
2507,79,$,31,zm,sp000,dn0000,1,FALSE,19,
2507,79,"16,865",72,dn0000,zm,fat,6,FALSE,19,
2507,79,!,78,fat,dn0000,</p>,1,FALSE,19,
2508,24,L,0,np00000,<p>,fp,1,TRUE,9,
2508,24,.,1,fp,np00000,np00000,1,FALSE,9,
2508,24,A,2,np00000,fp,fc,1,TRUE,9,
2508,24,.,1,fc,np00000,sp000,1,FALSE,9,
2508,24,a,5,sp000,fc,np00000,1,FALSE,9,
2508,24,Alemania,7,np00000,sp000,fg,8,FALSE,9,
2508,24,–,16,fg,np00000,zm,1,FALSE,9,
2508,24,$,18,zm,fg,dn0000,1,FALSE,9,
2508,24,"7,290",19,dn0000,zm,</p>,5,FALSE,9,
2509,22,CUN,0,np00000,<p>,sp000,3,TRUE,6,
2509,22,a,4,sp000,np00000,np00000,1,FALSE,6,
2509,22,Bélgica,6,np00000,sp000,fg,7,FALSE,6,
2509,22,–,14,fg,np00000,zm,1,FALSE,6,
2509,22,$,16,zm,fg,dn0000,1,FALSE,6,
2509,22,"8,063",17,dn0000,zm,</p>,5,FALSE,6,
2510,29,CDMX,0,np00000,<p>,fc,4,TRUE,8,
2510,29,",",4,fc,np00000,np00000,1,FALSE,8,
2510,29,MTY,6,np00000,fc,sp000,3,TRUE,8,
2510,29,a,10,sp000,np00000,np00000,1,FALSE,8,
2510,29,Vallarta,12,np00000,sp000,fg,8,FALSE,8,
2510,29,–,21,fg,np00000,zm,1,FALSE,8,
2510,29,$,23,zm,fg,dn0000,1,FALSE,8,
2510,29,"1,390",24,dn0000,zm,</p>,5,FALSE,8,
2511,35,MTY,0,np00000,<p>,fc,3,TRUE,11,
2511,35,",",3,fc,np00000,np00000,1,FALSE,11,
2511,35,CDMX,5,np00000,fc,fc,4,TRUE,11,
2511,35,",",3,fc,np00000,np00000,1,FALSE,11,
2511,35,GDL,11,np00000,fc,sp000,3,TRUE,11,
2511,35,a,15,sp000,np00000,da0000,1,FALSE,11,
2511,35,Los,17,da0000,sp000,np00000,3,FALSE,11,
2511,35,Cabos,21,np00000,da0000,fg,5,FALSE,11,
2511,35,–,27,fg,np00000,zm,1,FALSE,11,
2511,35,$,29,zm,fg,dn0000,1,FALSE,11,
2511,35,"1,390",30,dn0000,zm,</p>,5,FALSE,11,
2512,25,CUN,0,np00000,<p>,sp000,3,TRUE,6,
2512,25,a,4,sp000,np00000,np00000,1,FALSE,6,
2512,25,Manchester,6,np00000,sp000,fg,10,FALSE,6,
2512,25,–,17,fg,np00000,zm,1,FALSE,6,
2512,25,$,19,zm,fg,dn0000,1,FALSE,6,
2512,25,"9,921",20,dn0000,zm,</p>,5,FALSE,6,
2513,23,L,0,np00000,<p>,fp,1,TRUE,9,
2513,23,.,1,fp,np00000,np00000,1,FALSE,9,
2513,23,A,2,np00000,fp,fc,1,TRUE,9,
2513,23,.,1,fc,np00000,sp000,1,FALSE,9,
2513,23,a,5,sp000,fc,np00000,1,FALSE,9,
2513,23,Noruega,7,np00000,sp000,fg,7,FALSE,9,
2513,23,–,15,fg,np00000,zm,1,FALSE,9,
2513,23,$,17,zm,fg,dn0000,1,FALSE,9,
2513,23,"6,490",18,dn0000,zm,</p>,5,FALSE,9,
2514,27,GDL,0,np00000,<p>,fc,3,TRUE,9,
2514,27,",",3,fc,np00000,np00000,1,FALSE,9,
2514,27,CDMX,5,np00000,fc,nc0s000,4,TRUE,9,
2514,27,a,10,nc0s000,np00000,da0000,1,FALSE,9,
2514,27,La,12,da0000,nc0s000,np00000,2,FALSE,9,
2514,27,Paz,15,np00000,da0000,fg,3,FALSE,9,
2514,27,–,19,fg,np00000,zm,1,FALSE,9,
2514,27,$,21,zm,fg,dn0000,1,FALSE,9,
2514,27,"1,490",22,dn0000,zm,</p>,5,FALSE,9,
2515,85,CDMX,0,vmis000,<p>,sp000,4,TRUE,21,
2515,85,a,5,sp000,vmis000,np00000,1,FALSE,21,
2515,85,Cusco,7,np00000,sp000,fg,5,FALSE,21,
2515,85,–,13,fg,np00000,zm,1,FALSE,21,
2515,85,$,15,zm,fg,z0,1,FALSE,21,
2515,85,"5,664",16,z0,zm,fp,5,FALSE,21,
2515,85,.,21,fp,z0,faa,1,FALSE,21,
2515,85,¡,23,faa,fp,np00000,1,FALSE,21,
2515,85,Opción,24,np00000,faa,sp000,6,FALSE,21,
2515,85,con,31,sp000,np00000,z0,3,FALSE,21,
2515,85,11,35,z0,sp000,nc0p000,2,FALSE,21,
2515,85,noches,38,nc0p000,z0,sp000,6,FALSE,21,
2515,85,de,45,sp000,nc0p000,nc0s000,2,FALSE,21,
2515,85,hospedaje,48,nc0s000,sp000,cc,9,FALSE,21,
2515,85,y,58,cc,nc0s000,nc0p000,1,FALSE,21,
2515,85,desayunos,60,nc0p000,cc,sp000,9,FALSE,21,
2515,85,por,70,sp000,nc0p000,zm,3,FALSE,21,
2515,85,$,15,zm,sp000,dn0000,1,FALSE,21,
2515,85,"7,722",75,dn0000,zm,zm,5,FALSE,21,
2515,85,MXN,81,zm,dn0000,fat,3,TRUE,21,
2515,85,!,84,fat,zm,</p>,1,FALSE,21,
2516,23,CUN,0,np00000,<p>,sp000,3,TRUE,6,
2516,23,a,4,sp000,np00000,np00000,1,FALSE,6,
2516,23,Bruselas,6,np00000,sp000,fg,8,FALSE,6,
2516,23,–,15,fg,np00000,zm,1,FALSE,6,
2516,23,$,17,zm,fg,dn0000,1,FALSE,6,
2516,23,"8,443",18,dn0000,zm,</p>,5,FALSE,6,
2517,29,CDMX,0,vmis000,<p>,sp000,4,TRUE,7,
2517,29,a,5,sp000,vmis000,np00000,1,FALSE,7,
2517,29,Pto,7,np00000,sp000,aq0000,3,FALSE,7,
2517,29,Escondido,11,aq0000,np00000,fg,9,FALSE,7,
2517,29,–,21,fg,aq0000,nc0p000,1,FALSE,7,
2517,29,$,23,nc0p000,fg,w,1,FALSE,7,
2517,29,"1,259",24,w,nc0p000,</p>,5,FALSE,7,
2518,43,CDMX,0,vmis000,<p>,sp000,4,TRUE,10,
2518,43,a,5,sp000,vmis000,np00000,1,FALSE,10,
2518,43,Ciudad,7,np00000,sp000,sp000,6,FALSE,10,
2518,43,del,14,sp000,np00000,np00000,3,FALSE,10,
2518,43,Cabo,18,np00000,sp000,fc,4,FALSE,10,
2518,43,",",22,fc,np00000,np00000,1,FALSE,10,
2518,43,Sudáfrica,24,np00000,fc,fg,9,FALSE,10,
2518,43,–,34,fg,np00000,zm,1,FALSE,10,
2518,43,$,36,zm,fg,dn0000,1,FALSE,10,
2518,43,"15,137",37,dn0000,zm,</p>,6,FALSE,10,
2519,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2519,24,a,5,sp000,vmis000,np00000,1,FALSE,6,
2519,24,Amazonas,7,np00000,sp000,fg,8,FALSE,6,
2519,24,–,16,fg,np00000,zm,1,FALSE,6,
2519,24,$,18,zm,fg,dn0000,1,FALSE,6,
2519,24,"6,015",19,dn0000,zm,</p>,5,FALSE,6,
2520,16,En,0,sp000,<p>,nc0s000,2,FALSE,4,
2520,16,honor,3,nc0s000,sp000,sp000,5,FALSE,4,
2520,16,a,9,sp000,nc0s000,pp000000,1,FALSE,4,
2520,16,ellos,11,pp000000,sp000,</p>,5,FALSE,4,
2521,24,L,0,np00000,<p>,fp,1,TRUE,9,
2521,24,.,1,fp,np00000,np00000,1,FALSE,9,
2521,24,A,2,np00000,fp,fc,1,TRUE,9,
2521,24,.,1,fc,np00000,sp000,1,FALSE,9,
2521,24,a,5,sp000,fc,np00000,1,FALSE,9,
2521,24,Islandia,7,np00000,sp000,fg,8,FALSE,9,
2521,24,–,16,fg,np00000,zm,1,FALSE,9,
2521,24,$,18,zm,fg,dn0000,1,FALSE,9,
2521,24,"7,745",19,dn0000,zm,</p>,5,FALSE,9,
2522,22,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2522,22,a,5,sp000,vmis000,np00000,1,FALSE,6,
2522,22,Tokyo,7,np00000,sp000,fg,5,FALSE,6,
2522,22,–,13,fg,np00000,zm,1,FALSE,6,
2522,22,$,15,zm,fg,z0,1,FALSE,6,
2522,22,"14,931",16,z0,zm,</p>,6,FALSE,6,
2523,27,CDMX,0,vmis000,<p>,sp000,4,TRUE,7,
2523,27,a,5,sp000,vmis000,da0000,1,FALSE,7,
2523,27,Los,7,da0000,sp000,np00000,3,FALSE,7,
2523,27,Ángeles,11,np00000,da0000,fg,7,FALSE,7,
2523,27,–,19,fg,np00000,zm,1,FALSE,7,
2523,27,$,21,zm,fg,z0,1,FALSE,7,
2523,27,"4,119",22,z0,zm,</p>,5,FALSE,7,
2524,32,VARIOS,0,di0000,<p>,nc0p000,6,TRUE,7,
2524,32,ESTADOS,7,nc0p000,di0000,sp000,7,TRUE,7,
2524,32,a,15,sp000,nc0p000,np00000,1,FALSE,7,
2524,32,Cancún,17,np00000,sp000,fg,6,FALSE,7,
2524,32,–,24,fg,np00000,zm,1,FALSE,7,
2524,32,$,26,zm,fg,dn0000,1,FALSE,7,
2524,32,"1,999",27,dn0000,zm,</p>,5,FALSE,7,
2525,97,CUN,0,np00000,<p>,sp000,3,TRUE,24,
2525,97,a,4,sp000,np00000,np00000,1,FALSE,24,
2525,97,Madrid,6,np00000,sp000,fg,6,FALSE,24,
2525,97,–,13,fg,np00000,zm,1,FALSE,24,
2525,97,$,15,zm,fg,z0,1,FALSE,24,
2525,97,"11,279",16,z0,zm,fp,6,FALSE,24,
2525,97,.,22,fp,z0,faa,1,FALSE,24,
2525,97,¡,24,faa,fp,sp000,1,FALSE,24,
2525,97,Con,25,sp000,faa,z0,3,FALSE,24,
2525,97,13,29,z0,sp000,nc0p000,2,FALSE,24,
2525,97,noches,32,nc0p000,z0,sp000,6,FALSE,24,
2525,97,de,39,sp000,nc0p000,nc0s000,2,FALSE,24,
2525,97,hospedaje,42,nc0s000,sp000,fc,9,FALSE,24,
2525,97,",",18,fc,nc0s000,nc0p000,1,FALSE,24,
2525,97,desayunos,53,nc0p000,fc,cc,9,FALSE,24,
2525,97,y,57,cc,nc0p000,nc0p000,1,FALSE,24,
2525,97,vuelos,65,nc0p000,cc,sp000,6,FALSE,24,
2525,97,por,72,sp000,nc0p000,zm,3,FALSE,24,
2525,97,$,15,zm,sp000,dn0000,1,FALSE,24,
2525,97,"17,274",77,dn0000,zm,zm,6,FALSE,24,
2525,97,MXN,84,zm,dn0000,sp000,3,TRUE,24,
2525,97,en,88,sp000,zm,w,2,FALSE,24,
2525,97,julio,91,w,sp000,fat,5,FALSE,24,
2525,97,!,96,fat,w,</p>,1,FALSE,24,
2526,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2526,24,a,5,sp000,vmis000,np00000,1,FALSE,6,
2526,24,Montreal,7,np00000,sp000,fg,8,FALSE,6,
2526,24,–,16,fg,np00000,zm,1,FALSE,6,
2526,24,$,18,zm,fg,dn0000,1,FALSE,6,
2526,24,"8,042",19,dn0000,zm,</p>,5,FALSE,6,
2527,28,Los,0,da0000,<p>,np00000,3,FALSE,7,
2527,28,Ángeles,4,np00000,da0000,sp000,7,FALSE,7,
2527,28,a,12,sp000,np00000,np00000,1,FALSE,7,
2527,28,China,14,np00000,sp000,fg,5,FALSE,7,
2527,28,–,20,fg,np00000,zm,1,FALSE,7,
2527,28,$,22,zm,fg,dn0000,1,FALSE,7,
2527,28,"7,900",23,dn0000,zm,</p>,5,FALSE,7,
2528,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2528,24,a,5,sp000,vmis000,np00000,1,FALSE,6,
2528,24,Chetumal,7,np00000,sp000,fg,8,FALSE,6,
2528,24,–,16,fg,np00000,zm,1,FALSE,6,
2528,24,$,18,zm,fg,dn0000,1,FALSE,6,
2528,24,"1,542",19,dn0000,zm,</p>,5,FALSE,6,
2529,22,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2529,22,a,5,sp000,vmis000,np00000,1,FALSE,6,
2529,22,Bogotá,7,np00000,sp000,fg,6,FALSE,6,
2529,22,–,14,fg,np00000,zm,1,FALSE,6,
2529,22,$,16,zm,fg,dn0000,1,FALSE,6,
2529,22,"5,023",17,dn0000,zm,</p>,5,FALSE,6,
2530,22,L,0,np00000,<p>,fp,1,TRUE,9,
2530,22,.,1,fp,np00000,np00000,1,FALSE,9,
2530,22,A,2,np00000,fp,fc,1,TRUE,9,
2530,22,.,1,fc,np00000,sp000,1,FALSE,9,
2530,22,a,5,sp000,fc,np00000,1,FALSE,9,
2530,22,Suecia,7,np00000,sp000,fg,6,FALSE,9,
2530,22,–,14,fg,np00000,zm,1,FALSE,9,
2530,22,$,16,zm,fg,dn0000,1,FALSE,9,
2530,22,"5,941",17,dn0000,zm,</p>,5,FALSE,9,
2531,50,CDMX,0,np00000,<p>,cc,4,TRUE,11,
2531,50,y,5,cc,np00000,di0000,1,FALSE,11,
2531,50,muchas,7,di0000,cc,nc0p000,6,FALSE,11,
2531,50,ciudades,14,nc0p000,di0000,sp000,8,FALSE,11,
2531,50,de,19,sp000,nc0p000,np00000,2,FALSE,11,
2531,50,México,26,np00000,sp000,sp000,6,FALSE,11,
2531,50,a,11,sp000,np00000,np00000,1,FALSE,11,
2531,50,París,35,np00000,sp000,fg,5,FALSE,11,
2531,50,–,41,fg,np00000,zm,1,FALSE,11,
2531,50,$,43,zm,fg,z0,1,FALSE,11,
2531,50,"14,901",44,z0,zm,</p>,6,FALSE,11,
2532,19,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2532,19,a,5,sp000,vmis000,np00000,1,FALSE,6,
2532,19,NYC,7,np00000,sp000,fg,3,TRUE,6,
2532,19,–,11,fg,np00000,zm,1,FALSE,6,
2532,19,$,13,zm,fg,dn0000,1,FALSE,6,
2532,19,"3,759",14,dn0000,zm,</p>,5,FALSE,6,
2533,28,GDL,0,np00000,<p>,sp000,3,TRUE,7,
2533,28,a,4,sp000,np00000,np00000,1,FALSE,7,
2533,28,San,6,np00000,sp000,np00000,3,FALSE,7,
2533,28,Francisco,10,np00000,np00000,fg,9,FALSE,7,
2533,28,–,20,fg,np00000,zm,1,FALSE,7,
2533,28,$,22,zm,fg,dn0000,1,FALSE,7,
2533,28,"4,091",23,dn0000,zm,</p>,5,FALSE,7,
2534,37,CDMX,0,vmis000,<p>,sp000,4,TRUE,10,
2534,37,a,5,sp000,vmis000,np00000,1,FALSE,10,
2534,37,San,7,np00000,sp000,np00000,3,FALSE,10,
2534,37,Juan,11,np00000,np00000,fc,4,FALSE,10,
2534,37,",",15,fc,np00000,np00000,1,FALSE,10,
2534,37,Puerto,17,np00000,fc,np00000,6,FALSE,10,
2534,37,Rico,24,np00000,np00000,fg,4,FALSE,10,
2534,37,–,29,fg,np00000,zm,1,FALSE,10,
2534,37,$,31,zm,fg,dn0000,1,FALSE,10,
2534,37,"5,197",32,dn0000,zm,</p>,5,FALSE,10,
2535,22,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2535,22,a,5,sp000,vmis000,np00000,1,FALSE,6,
2535,22,Corea,7,np00000,sp000,fg,5,FALSE,6,
2535,22,–,13,fg,np00000,zm,1,FALSE,6,
2535,22,$,15,zm,fg,dn0000,1,FALSE,6,
2535,22,"12,291",16,dn0000,zm,</p>,6,FALSE,6,
2536,24,CUN,0,np00000,<p>,sp000,3,TRUE,7,
2536,24,a,4,sp000,np00000,da0000,1,FALSE,7,
2536,24,La,6,da0000,sp000,np00000,2,FALSE,7,
2536,24,Habana,9,np00000,da0000,fg,6,FALSE,7,
2536,24,–,16,fg,np00000,zm,1,FALSE,7,
2536,24,$,18,zm,fg,dn0000,1,FALSE,7,
2536,24,"3,590",19,dn0000,zm,</p>,5,FALSE,7,
2537,21,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2537,21,a,5,sp000,vmis000,np00000,1,FALSE,6,
2537,21,Chile,7,np00000,sp000,fg,5,FALSE,6,
2537,21,–,13,fg,np00000,zm,1,FALSE,6,
2537,21,$,15,zm,fg,dn0000,1,FALSE,6,
2537,21,"7,888",16,dn0000,zm,</p>,5,FALSE,6,
2538,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,7,
2538,24,a,5,sp000,vmis000,dn0000,1,FALSE,7,
2538,24,2,7,dn0000,sp000,nc0p000,1,FALSE,7,
2538,24,países,9,nc0p000,dn0000,fg,6,FALSE,7,
2538,24,–,16,fg,nc0p000,zm,1,FALSE,7,
2538,24,$,18,zm,fg,dn0000,1,FALSE,7,
2538,24,"3,250",19,dn0000,zm,</p>,5,FALSE,7,
2539,29,MTY,0,np00000,<p>,fc,3,TRUE,10,
2539,29,",",3,fc,np00000,np00000,1,FALSE,10,
2539,29,GDL,5,np00000,fc,fc,3,TRUE,10,
2539,29,",",3,fc,np00000,np00000,1,FALSE,10,
2539,29,CDMX,10,np00000,fc,sp000,4,TRUE,10,
2539,29,a,15,sp000,np00000,np00000,1,FALSE,10,
2539,29,NYC,17,np00000,sp000,fg,3,TRUE,10,
2539,29,–,21,fg,np00000,zm,1,FALSE,10,
2539,29,$,23,zm,fg,z0,1,FALSE,10,
2539,29,"4,690",24,z0,zm,</p>,5,FALSE,10,
2540,23,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2540,23,a,5,sp000,vmis000,np00000,1,FALSE,6,
2540,23,Chicago,7,np00000,sp000,fg,7,FALSE,6,
2540,23,–,15,fg,np00000,zm,1,FALSE,6,
2540,23,$,17,zm,fg,dn0000,1,FALSE,6,
2540,23,"3,989",18,dn0000,zm,</p>,5,FALSE,6,
2541,27,GDL,0,np00000,<p>,fc,3,TRUE,8,
2541,27,",",3,fc,np00000,np00000,1,FALSE,8,
2541,27,CDMX,5,np00000,fc,sp000,4,TRUE,8,
2541,27,a,10,sp000,np00000,np00000,1,FALSE,8,
2541,27,Alaska,12,np00000,sp000,fg,6,FALSE,8,
2541,27,–,19,fg,np00000,zm,1,FALSE,8,
2541,27,$,21,zm,fg,dn0000,1,FALSE,8,
2541,27,"7,900",22,dn0000,zm,</p>,5,FALSE,8,
2542,50,CDMX,0,np00000,<p>,cc,4,TRUE,11,
2542,50,y,5,cc,np00000,di0000,1,FALSE,11,
2542,50,muchas,7,di0000,cc,nc0p000,6,FALSE,11,
2542,50,ciudades,14,nc0p000,di0000,sp000,8,FALSE,11,
2542,50,de,19,sp000,nc0p000,np00000,2,FALSE,11,
2542,50,México,26,np00000,sp000,sp000,6,FALSE,11,
2542,50,a,11,sp000,np00000,np00000,1,FALSE,11,
2542,50,Tokio,35,np00000,sp000,fg,5,FALSE,11,
2542,50,–,41,fg,np00000,zm,1,FALSE,11,
2542,50,$,43,zm,fg,z0,1,FALSE,11,
2542,50,"14,839",44,z0,zm,</p>,6,FALSE,11,
